account_age_days,orders_count,total_spent,avg_order_value,days_since_last_order,favorites_count,churned
773,6,190.92,31.82,31,3,0
679,2,94.88,47.44,159,3,1
521,2,124.8,62.4,86,4,1
265,6,182.7,30.45,125,1,0
98,2,97.3,48.65,98,3,1
623,9,1100.61,122.29,3,4,0
253,3,141.6,47.2,68,2,0
646,3,259.8,86.6,121,4,1
753,3,7.74,2.58,86,3,1
930,6,564.12,94.02,119,2,0
541,1,19.26,19.26,102,4,1
6,0,0.0,95.35,6,0,0
308,7,794.36,113.48,56,4,0
934,5,443.3,88.66,74,4,0
584,3,161.46,53.82,70,3,1
678,3,77.16,25.72,7,3,0
501,5,456.15,91.23,4,7,0
179,4,196.0,49.0,53,5,0
981,7,412.58,58.94,154,1,1
846,5,195.05,39.01,178,0,1
1089,8,502.8,62.85,151,4,0
936,4,242.4,60.6,170,2,1
319,2,66.22,33.11,167,1,1
279,6,505.86,84.31,124,3,0
272,3,459.06,153.02,23,4,0
1006,4,474.68,118.67,67,2,0
610,4,641.32,160.33,133,4,0
498,4,188.8,47.2,72,3,1
1060,5,179.7,35.94,49,4,0
661,3,50.94,16.98,7,6,0
995,5,276.75,55.35,61,4,0
1078,3,180.39,60.13,61,5,0
87,2,136.76,68.38,87,1,0
396,3,96.09,32.03,142,2,1
804,6,455.1,75.85,21,4,0
890,1,65.42,65.42,94,0,1
163,0,0.0,76.61,163,5,1
349,6,519.18,86.53,86,6,0
600,1,39.04,39.04,173,3,1
875,6,421.26,70.21,17,3,0
124,2,233.38,116.69,58,3,0
658,6,498.06,83.01,166,5,0
325,6,399.48,66.58,129,6,1
237,3,127.5,42.5,51,3,0
564,3,169.08,56.36,161,3,1
453,6,148.92,24.82,69,2,1
696,6,621.66,103.61,143,3,0
348,9,384.3,42.7,60,3,0
901,4,141.68,35.42,62,1,1
86,6,164.34,27.39,60,2,0
943,2,81.08,40.54,66,1,1
33,4,193.4,48.35,33,4,0
806,5,649.95,129.99,146,3,0
380,6,252.66,42.11,113,3,0
420,6,880.62,146.77,5,2,0
21,4,523.24,130.81,21,2,0
769,4,511.92,127.98,78,4,0
182,4,367.88,91.97,13,3,0
722,3,61.95,20.65,60,4,0
794,3,359.55,119.85,175,1,1
925,2,45.08,22.54,63,1,0
775,3,99.0,33.0,129,0,1
330,8,385.52,48.19,36,0,0
809,8,344.56,43.07,159,3,1
904,1,106.73,106.73,147,8,1
347,3,297.39,99.13,29,3,0
136,5,305.25,61.05,125,2,1
974,2,182.36,91.18,168,2,1
162,4,286.6,71.65,162,3,0
650,4,260.0,65.0,130,1,0
259,2,103.22,51.61,132,2,1
138,3,117.45,39.15,91,3,0
850,2,17.2,8.6,27,1,0
158,7,736.12,105.16,5,6,0
734,5,206.4,41.28,53,2,1
759,5,219.15,43.83,46,3,0
66,3,118.59,39.53,66,2,1
190,1,76.73,76.73,151,4,1
870,5,437.9,87.58,59,1,1
555,3,135.72,45.24,69,3,0
133,2,133.0,66.5,133,3,1
1086,4,188.48,47.12,123,3,1
290,2,210.56,105.28,160,3,1
5,2,161.62,80.81,5,5,1
1012,2,28.4,14.2,125,3,1
19,6,514.38,85.73,19,3,0
606,5,346.4,69.28,161,3,1
1087,4,148.76,37.19,69,1,0
633,3,101.76,33.92,46,2,0
640,8,788.08,98.51,164,4,0
425,2,204.32,102.16,30,6,1
139,3,214.83,71.61,53,3,0
627,8,366.24,45.78,25,5,0
982,5,189.6,37.92,151,3,1
100,5,194.75,38.95,100,5,0
964,4,209.72,52.43,77,5,1
455,5,576.7,115.34,18,2,0
587,4,75.48,18.87,43,1,1
181,6,392.16,65.36,105,5,0
681,10,527.5,52.75,62,1,0
200,5,408.35,81.67,136,3,0
299,3,97.68,32.56,144,2,1
790,3,169.98,56.66,79,4,1
56,3,302.91,100.97,56,0,1
490,4,288.28,72.07,12,1,0
651,1,47.87,47.87,25,1,1
145,3,109.83,36.61,61,3,0
323,6,785.82,130.97,23,3,0
376,2,51.08,25.54,3,3,0
727,2,282.3,141.15,124,3,1
1069,1,70.93,70.93,5,2,0
915,6,360.3,60.05,44,6,1
208,4,456.28,114.07,130,1,1
20,2,234.04,117.02,20,3,1
57,1,67.89,67.89,41,2,0
652,4,333.12,83.28,135,4,1
171,7,208.6,29.8,4,5,0
254,3,170.52,56.84,59,2,0
928,4,169.0,42.25,97,2,0
957,2,264.38,132.19,13,3,0
918,4,500.44,125.11,118,1,0
278,3,90.87,30.29,77,5,0
678,5,144.9,28.98,56,1,0
669,6,351.24,58.54,103,4,1
203,4,575.96,143.99,7,4,0
606,3,148.68,49.56,109,5,1
575,1,199.3,199.3,84,2,1
434,1,26.1,26.1,11,3,0
823,1,41.2,41.2,142,2,1
742,2,59.36,29.68,82,7,1
583,5,342.75,68.55,13,3,0
794,5,243.8,48.76,65,5,1
835,2,273.28,136.64,135,3,1
621,0,0.0,46.22,621,2,1
293,7,723.03,103.29,70,2,0
830,6,185.82,30.97,8,4,0
786,2,109.4,54.7,12,8,0
1076,5,82.55,16.51,54,7,0
164,3,436.02,145.34,49,3,0
459,3,175.14,58.38,116,6,1
1012,3,308.61,102.87,85,1,1
563,1,21.25,21.25,23,4,0
1032,4,98.04,24.51,118,5,0
14,3,94.53,31.51,14,4,0
39,1,43.4,43.4,39,3,0
871,3,348.48,116.16,179,0,1
393,4,190.2,47.55,87,1,0
570,4,344.8,86.2,65,1,0
469,3,494.52,164.84,11,3,0
447,4,212.44,53.11,123,3,1
1028,2,46.14,23.07,80,4,1
103,8,255.52,31.94,103,3,1
845,7,636.58,90.94,55,3,0
974,3,127.41,42.47,31,3,0
720,4,84.12,21.03,125,2,1
433,4,980.16,245.04,70,2,0
176,3,364.08,121.36,96,0,1
747,4,144.12,36.03,177,4,1
513,3,572.97,190.99,51,2,0
164,6,1304.22,217.37,23,4,0
394,1,170.24,170.24,129,1,1
1052,4,216.68,54.17,104,3,1
291,6,373.32,62.22,72,2,0
196,4,354.0,88.5,108,3,1
747,1,39.09,39.09,167,2,1
219,0,0.0,115.89,219,1,1
1007,4,314.32,78.58,143,1,1
940,4,455.64,113.91,97,4,1
1076,3,143.88,47.96,145,8,1
999,1,74.98,74.98,166,2,1
267,8,219.04,27.38,29,4,0
233,2,89.9,44.95,21,4,0
375,3,152.94,50.98,1,0,0
514,5,453.3,90.66,35,1,0
963,4,437.92,109.48,63,4,0
803,3,92.16,30.72,47,2,0
706,2,262.02,131.01,149,3,1
961,4,336.64,84.16,136,3,0
707,4,381.08,95.27,64,0,0
415,7,762.79,108.97,104,4,1
452,6,209.94,34.99,57,7,0
566,6,777.9,129.65,91,0,0
98,2,85.84,42.92,53,3,0
812,1,60.32,60.32,143,0,1
715,3,163.29,54.43,42,4,1
800,6,1147.92,191.32,177,0,1
585,5,179.5,35.9,168,1,1
857,5,853.0,170.6,36,3,0
1040,5,730.4,146.08,103,2,0
624,6,156.06,26.01,147,3,1
487,3,126.27,42.09,152,3,1
115,3,127.89,42.63,67,2,1
852,6,578.28,96.38,99,3,0
989,5,649.45,129.89,27,0,0
766,4,170.76,42.69,46,3,0
947,5,110.2,22.04,47,3,1
943,2,193.04,96.52,52,5,0
874,2,139.3,69.65,72,4,1
551,4,102.08,25.52,124,3,1
110,6,533.16,88.86,110,1,0
4,1,66.47,66.47,4,2,0
224,4,123.04,30.76,87,5,1
472,0,0.0,47.01,472,2,1
814,2,328.52,164.26,111,2,1
499,3,24.9,8.3,81,2,1
26,4,134.28,33.57,6,2,0
231,4,95.12,23.78,98,3,0
1072,5,276.5,55.3,12,5,0
1081,4,291.84,72.96,110,4,1
413,3,183.96,61.32,169,1,1
881,4,263.36,65.84,144,1,0
787,1,75.97,75.97,151,4,1
1019,3,140.25,46.75,84,5,1
972,3,674.07,224.69,89,7,0
688,0,0.0,69.18,688,0,1
432,6,163.5,27.25,37,8,0
686,5,312.1,62.42,177,3,1
350,2,193.68,96.84,8,3,1
381,1,105.18,105.18,179,3,1
666,4,354.72,88.68,176,3,1
626,4,287.6,71.9,170,2,1
636,5,174.2,34.84,2,0,0
421,4,322.52,80.63,172,1,1
448,4,246.08,61.52,43,5,0
12,2,82.74,41.37,12,2,0
659,4,276.68,69.17,124,2,0
630,1,108.64,108.64,72,2,1
1024,8,172.56,21.57,169,0,1
552,5,173.5,34.7,90,3,1
512,3,300.48,100.16,22,3,0
75,6,177.18,29.53,44,3,1
216,3,377.61,125.87,140,6,1
370,6,339.42,56.57,104,2,0
413,4,351.68,87.92,60,4,0
397,3,293.22,97.74,40,8,1
432,6,383.04,63.84,123,1,0
842,5,658.8,131.76,48,3,0
144,2,141.1,70.55,18,1,0
364,8,598.88,74.86,101,2,0
179,4,103.24,25.81,156,3,1
337,0,0.0,167.36,337,4,1
749,2,217.6,108.8,128,2,1
52,4,129.56,32.39,52,4,0
372,6,156.12,26.02,173,1,1
26,1,51.14,51.14,26,4,0
1045,7,387.94,55.42,91,6,1
796,7,468.3,66.9,42,1,0
267,5,636.0,127.2,160,4,1
217,5,655.25,131.05,9,1,0
109,1,107.25,107.25,98,5,1
518,5,76.1,15.22,48,1,1
825,0,0.0,154.34,825,1,1
640,2,231.24,115.62,177,3,1
964,5,462.65,92.53,18,6,0
377,6,342.6,57.1,10,3,0
305,3,264.24,88.08,147,4,1
523,4,91.84,22.96,126,2,1
222,4,343.72,85.93,75,2,0
1068,1,112.46,112.46,41,6,0
204,4,315.28,78.82,109,1,1
524,1,56.66,56.66,47,5,0
572,3,401.64,133.88,118,4,1
63,3,625.86,208.62,63,1,0
513,3,275.01,91.67,140,3,1
498,5,555.85,111.17,119,4,1
284,7,454.44,64.92,104,3,0
140,2,100.98,50.49,18,3,0
50,1,116.36,116.36,50,1,0
10,6,1085.88,180.98,10,5,0
527,5,214.65,42.93,94,2,1
99,4,132.52,33.13,99,3,1
1050,3,143.28,47.76,111,2,0
268,3,124.35,41.45,43,3,0
714,5,697.65,139.53,80,2,0
737,4,521.96,130.49,23,1,0
543,3,139.14,46.38,140,1,1
967,8,609.6,76.2,27,2,0
122,2,67.28,33.64,122,2,1
257,4,253.04,63.26,115,4,0
277,0,0.0,32.52,277,2,1
149,6,342.84,57.14,91,1,0
323,5,165.45,33.09,27,1,0
343,1,133.25,133.25,118,4,1
837,5,389.25,77.85,68,2,0
330,2,169.78,84.89,142,3,1
960,5,213.1,42.62,152,2,1
846,5,262.6,52.52,166,3,1
987,6,444.66,74.11,166,2,1
116,4,721.64,180.41,116,4,0
1078,3,206.52,68.84,49,2,1
672,5,736.4,147.28,50,5,0
1075,6,331.02,55.17,170,2,1
389,5,354.75,70.95,174,0,0
1043,6,767.28,127.88,50,5,0
644,3,312.24,104.08,117,4,1
79,5,204.8,40.96,79,2,1
449,4,344.48,86.12,153,2,1
151,4,357.28,89.32,151,3,0
1030,6,586.86,97.81,64,5,0
334,6,258.84,43.14,91,6,0
244,6,176.22,29.37,108,5,1
605,5,761.15,152.23,172,7,1
466,5,1053.2,210.64,177,2,0
107,8,772.88,96.61,99,4,0
894,4,213.44,53.36,154,2,1
926,5,695.8,139.16,69,5,0
813,4,151.68,37.92,109,1,1
675,2,79.82,39.91,146,1,1
441,2,316.52,158.26,160,5,1
594,7,1401.26,200.18,20,7,0
570,9,444.51,49.39,14,3,0
181,4,169.72,42.43,39,4,0
90,5,348.5,69.7,19,8,0
278,4,141.48,35.37,39,4,0
498,8,208.88,26.11,171,2,0
176,4,107.32,26.83,112,2,1
117,3,253.92,84.64,18,2,0
933,8,537.04,67.13,128,1,0
411,5,635.55,127.11,170,1,1
640,4,634.24,158.56,151,4,1
574,6,565.38,94.23,154,2,0
805,3,106.2,35.4,162,6,0
810,7,113.47,16.21,136,3,1
324,4,223.64,55.91,158,3,0
928,3,154.14,51.38,144,2,1
407,3,109.95,36.65,123,5,0
914,6,555.72,92.62,36,3,0
443,5,483.65,96.73,165,6,1
122,1,82.9,82.9,17,3,0
832,6,1236.42,206.07,50,3,0
33,4,110.4,27.6,33,2,1
845,3,174.21,58.07,131,6,1
48,3,206.73,68.91,48,4,0
227,4,213.56,53.39,14,3,0
661,3,147.12,49.04,142,3,1
1031,3,318.21,106.07,23,4,0
447,5,217.7,43.54,110,3,0
132,2,76.8,38.4,41,0,0
255,3,288.99,96.33,103,4,1
981,4,379.16,94.79,19,3,0
796,5,123.25,24.65,7,2,0
110,3,384.84,128.28,110,3,0
422,7,1306.27,186.61,93,2,0
290,4,77.84,19.46,84,1,1
195,2,213.36,106.68,71,2,0
927,3,240.63,80.21,164,2,1
676,4,301.68,75.42,141,4,1
197,4,531.08,132.77,86,3,1
712,8,634.32,79.29,23,2,0
453,6,464.28,77.38,126,3,0
68,1,51.49,51.49,37,3,0
493,1,136.46,136.46,58,4,0
203,3,71.82,23.94,119,1,0
269,2,236.0,118.0,172,6,1
962,11,463.76,42.16,40,4,0
778,5,336.4,67.28,7,3,0
147,7,250.11,35.73,77,2,0
932,4,220.84,55.21,126,1,1
629,10,397.0,39.7,119,2,0
957,10,586.3,58.63,172,2,1
818,4,491.16,122.79,38,3,0
372,8,405.12,50.64,142,4,0
586,3,64.02,21.34,140,1,1
581,3,276.21,92.07,149,2,1
788,3,141.45,47.15,163,1,1
272,6,237.9,39.65,54,2,0
365,7,493.85,70.55,56,6,0
268,6,67.38,11.23,82,3,0
324,8,390.4,48.8,63,3,0
177,6,831.3,138.55,25,3,0
40,1,88.83,88.83,40,4,1
1029,7,477.05,68.15,68,1,1
82,8,514.8,64.35,82,2,0
972,6,736.8,122.8,2,4,0
4,5,236.6,47.32,4,2,0
851,3,170.49,56.83,141,1,0
360,3,35.07,11.69,24,5,0
567,6,388.14,64.69,172,2,1
309,4,367.36,91.84,131,4,1
537,5,249.75,49.95,127,4,1
495,8,676.16,84.52,139,3,0
580,2,113.32,56.66,146,3,1
431,3,260.4,86.8,73,1,0
588,4,294.32,73.58,93,4,0
904,5,211.45,42.29,110,3,1
476,3,172.68,57.56,35,1,0
396,4,259.32,64.83,12,2,0
145,4,255.6,63.9,130,1,0
394,4,637.92,159.48,45,6,0
138,3,188.34,62.78,54,2,0
200,7,980.84,140.12,19,3,0
1042,2,69.02,34.51,83,4,0
98,2,170.06,85.03,98,1,1
528,1,106.49,106.49,163,1,1
913,2,48.22,24.11,89,5,1
1043,3,280.05,93.35,68,4,0
161,4,59.12,14.78,143,3,1
179,5,230.45,46.09,53,0,1
408,7,488.25,69.75,3,6,0
607,6,967.02,161.17,6,4,0
1051,3,280.71,93.57,153,2,1
228,4,180.52,45.13,127,5,0
180,4,485.0,121.25,33,2,0
277,0,0.0,22.49,277,2,1
957,2,57.72,28.86,151,3,1
33,3,54.06,18.02,33,1,0
416,2,168.58,84.29,87,5,1
131,5,245.8,49.16,66,2,0
172,1,71.41,71.41,69,1,1
1004,3,85.29,28.43,142,1,1
2,3,385.98,128.66,2,6,0
352,2,243.14,121.57,161,4,1
1002,4,94.96,23.74,43,2,1
666,5,169.5,33.9,43,3,0
79,4,563.44,140.86,68,3,0
509,5,243.25,48.65,143,1,1
1063,4,117.88,29.47,1,5,0
439,2,153.16,76.58,28,4,1
579,3,152.31,50.77,68,4,1
582,4,114.44,28.61,26,2,0
723,3,492.93,164.31,70,5,1
205,3,52.92,17.64,78,4,1
919,1,60.83,60.83,112,2,1
1082,2,216.0,108.0,59,2,1
156,2,267.56,133.78,97,3,1
896,4,378.76,94.69,178,2,1
894,6,671.16,111.86,84,2,0
812,12,1218.96,101.58,145,2,0
406,2,139.42,69.71,50,1,1
513,4,155.84,38.96,161,3,1
919,2,105.2,52.6,103,2,1
168,0,0.0,32.33,168,1,1
907,4,293.32,73.33,164,1,1
1008,4,153.96,38.49,129,4,1
746,6,371.64,61.94,62,3,0
374,1,57.87,57.87,109,2,0
612,4,324.28,81.07,171,1,1
55,4,247.2,61.8,18,3,1
1020,3,195.93,65.31,8,6,0
375,1,26.11,26.11,143,6,1
63,2,90.46,45.23,52,3,0
870,3,11.43,3.81,154,3,1
720,6,553.38,92.23,139,1,0
682,5,278.4,55.68,165,2,1
60,2,101.72,50.86,60,2,0
822,5,373.45,74.69,170,1,1
698,4,273.08,68.27,112,9,1
869,3,221.19,73.73,20,5,0
906,7,569.52,81.36,38,2,0
232,4,243.72,60.93,159,1,1
231,5,159.6,31.92,53,2,1
1011,1,28.36,28.36,171,3,1
581,9,386.1,42.9,158,5,1
480,2,304.14,152.07,125,5,1
315,3,199.44,66.48,25,2,0
700,2,174.96,87.48,34,3,0
825,5,260.35,52.07,134,2,1
3,4,233.12,58.28,3,3,0
605,1,39.23,39.23,73,2,0
1087,2,179.42,89.71,17,7,0
308,5,276.15,55.23,83,7,0
308,1,94.87,94.87,1,5,1
961,1,12.58,12.58,26,5,1
68,1,97.59,97.59,68,4,1
435,6,211.32,35.22,136,4,1
502,5,197.3,39.46,176,3,1
873,1,110.82,110.82,165,4,1
142,1,119.66,119.66,142,3,1
475,7,488.67,69.81,74,2,0
167,5,575.15,115.03,46,3,0
862,1,45.36,45.36,124,3,1
692,3,152.16,50.72,112,3,1
544,6,814.68,135.78,78,4,0
430,3,47.94,15.98,90,0,1
168,5,443.25,88.65,37,3,0
1009,4,241.08,60.27,90,2,0
709,2,151.12,75.56,174,3,1
350,1,68.83,68.83,78,4,1
453,5,373.4,74.68,94,0,0
795,2,118.92,59.46,170,2,1
788,3,221.91,73.97,154,7,1
505,4,352.12,88.03,143,1,1
332,6,315.0,52.5,1,2,0
722,4,242.2,60.55,153,3,0
721,7,506.45,72.35,14,1,0
657,2,231.16,115.58,7,2,0
80,7,151.2,21.6,64,4,0
518,3,101.22,33.74,75,2,1
672,5,834.7,166.94,22,2,0
1040,5,411.75,82.35,108,2,1
575,4,322.72,80.68,166,1,1
375,4,862.32,215.58,119,5,1
609,2,159.78,79.89,173,3,1
194,3,145.62,48.54,162,3,1
100,3,32.94,10.98,100,3,1
742,2,117.04,58.52,31,4,0
1079,4,268.8,67.2,115,6,1
926,4,422.24,105.56,17,3,0
639,5,544.0,108.8,140,1,0
45,4,360.44,90.11,45,3,0
1081,7,826.84,118.12,22,5,0
492,4,296.88,74.22,92,1,1
317,5,111.2,22.24,23,4,0
977,4,223.6,55.9,98,4,0
817,4,224.72,56.18,82,4,1
821,7,492.03,70.29,161,1,1
304,3,361.65,120.55,50,3,0
1086,4,255.24,63.81,135,3,1
496,7,453.18,64.74,119,2,0
582,4,925.68,231.42,132,3,1
822,6,213.3,35.55,174,7,1
723,4,313.08,78.27,34,3,0
189,2,91.8,45.9,3,2,0
331,3,248.79,82.93,112,1,1
396,4,515.4,128.85,23,5,1
1037,5,493.8,98.76,82,4,0
782,1,77.38,77.38,94,3,1
401,2,130.88,65.44,110,4,1
804,5,591.05,118.21,3,2,0
808,9,920.16,102.24,104,1,0
432,3,197.82,65.94,141,2,1
442,4,868.12,217.03,5,2,0
979,6,251.04,41.84,72,2,0
615,2,415.22,207.61,62,1,0
164,2,241.74,120.87,62,2,1
788,2,57.44,28.72,83,3,1
645,3,133.92,44.64,26,2,0
557,2,155.5,77.75,91,0,1
794,0,0.0,23.91,794,2,1
993,3,311.37,103.79,18,4,1
362,4,256.36,64.09,97,4,1
459,5,532.1,106.42,162,2,0
208,5,493.2,98.64,128,7,1
708,3,173.4,57.8,61,1,0
441,6,272.22,45.37,63,3,1
375,9,128.07,14.23,89,0,0
762,6,1277.64,212.94,7,3,0
447,3,284.61,94.87,120,2,1
509,2,62.46,31.23,25,3,0
482,6,383.76,63.96,130,4,1
283,8,940.16,117.52,68,2,0
138,1,69.39,69.39,69,3,0
905,4,104.08,26.02,80,2,0
101,8,814.8,101.85,24,2,0
356,4,104.68,26.17,44,2,0
731,2,220.44,110.22,38,4,0
144,0,0.0,84.38,144,5,1
718,3,195.84,65.28,30,4,0
802,2,127.18,63.59,24,5,0
726,6,336.18,56.03,44,2,0
334,1,94.67,94.67,77,4,0
22,4,120.72,30.18,22,1,0
971,2,94.98,47.49,77,2,1
358,3,432.06,144.02,97,4,0
881,4,799.2,199.8,94,3,0
217,10,601.0,60.1,31,7,0
178,7,508.62,72.66,2,0,0
852,6,202.92,33.82,123,4,1
1029,9,371.25,41.25,170,1,0
942,3,44.7,14.9,12,4,1
822,5,109.55,21.91,166,2,1
270,6,310.02,51.67,164,3,1
1000,3,339.03,113.01,142,1,1
731,3,196.17,65.39,102,3,1
189,5,700.75,140.15,62,2,0
142,2,95.48,47.74,107,1,1
954,4,502.32,125.58,3,0,0
302,2,470.9,235.45,52,1,1
838,2,166.1,83.05,71,3,1
152,6,85.02,14.17,93,1,0
307,3,41.67,13.89,50,2,1
311,3,68.7,22.9,77,0,1
308,3,119.01,39.67,131,8,0
739,4,434.48,108.62,172,1,1
1001,3,151.62,50.54,149,1,1
996,5,627.2,125.44,14,1,0
812,1,44.64,44.64,107,2,1
222,6,1383.96,230.66,83,5,0
1051,5,723.2,144.64,94,2,1
594,3,144.72,48.24,143,2,1
598,3,109.29,36.43,59,3,1
768,6,874.2,145.7,99,4,0
842,4,122.4,30.6,160,5,1
1043,4,183.48,45.87,102,5,1
638,4,120.96,30.24,100,4,1
668,4,304.24,76.06,165,0,1
816,1,130.4,130.4,6,3,0
280,5,247.05,49.41,68,1,1
337,7,805.98,115.14,89,2,0
685,3,237.93,79.31,1,7,0
71,4,118.36,29.59,71,4,0
351,3,140.7,46.9,167,2,1
786,6,131.82,21.97,142,3,1
1068,1,28.56,28.56,6,6,0
569,4,681.04,170.26,158,3,1
438,3,214.41,71.47,144,1,1
482,4,258.96,64.74,158,2,0
750,4,281.6,70.4,26,4,0
596,5,178.85,35.77,162,1,1
26,8,406.88,50.86,4,2,0
590,2,165.18,82.59,7,2,0
438,3,53.79,17.93,64,5,1
767,6,69.0,11.5,147,0,1
958,2,88.06,44.03,156,3,1
1053,3,118.2,39.4,115,3,1
668,3,405.96,135.32,7,3,0
397,6,214.2,35.7,158,2,0
486,4,335.16,83.79,48,2,0
194,5,196.5,39.3,135,3,1
1024,2,161.54,80.77,51,3,1
927,2,144.58,72.29,102,0,1
935,2,310.3,155.15,18,4,0
359,3,100.14,33.38,180,3,1
353,7,234.36,33.48,17,0,0
938,3,757.02,252.34,173,3,1
596,4,510.52,127.63,164,4,1
771,7,324.87,46.41,28,2,1
536,1,34.75,34.75,126,5,0
485,6,188.7,31.45,62,4,0
692,7,870.52,124.36,57,3,0
890,7,289.45,41.35,59,1,0
366,1,36.47,36.47,43,5,1
886,2,71.6,35.8,174,3,1
268,2,183.16,91.58,8,6,0
441,5,276.95,55.39,64,5,0
999,3,380.4,126.8,65,3,1
1045,1,191.28,191.28,76,3,0
1011,3,217.08,72.36,55,3,0
346,6,462.66,77.11,120,1,0
923,5,267.05,53.41,166,0,1
1025,6,422.64,70.44,121,4,1
1071,4,59.24,14.81,40,5,0
23,2,163.16,81.58,23,1,0
816,6,664.56,110.76,73,2,0
1091,4,119.72,29.93,56,2,0
837,7,1207.22,172.46,123,3,0
256,2,89.28,44.64,176,0,1
835,2,292.22,146.11,58,3,0
116,4,386.32,96.58,37,3,0
526,2,54.88,27.44,141,0,1
686,4,490.4,122.6,86,4,1
500,5,325.7,65.14,131,2,0
766,4,346.16,86.54,82,3,0
263,5,271.5,54.3,7,2,0
664,4,239.04,59.76,66,3,1
706,6,109.08,18.18,155,3,1
694,3,271.77,90.59,169,0,1
317,2,128.28,64.14,66,3,1
335,6,465.06,77.51,125,3,0
283,4,351.96,87.99,18,5,0
506,4,336.28,84.07,40,4,1
642,2,185.72,92.86,126,3,1
397,3,53.49,17.83,8,4,0
449,6,331.38,55.23,135,4,0
314,9,243.27,27.03,174,6,0
240,3,24.24,8.08,13,0,0
720,1,85.57,85.57,105,0,0
893,1,189.15,189.15,64,2,0
319,6,55.8,9.3,116,3,0
942,4,363.84,90.96,162,8,1
625,5,256.6,51.32,15,6,0
184,5,300.05,60.01,121,2,1
401,6,534.84,89.14,33,4,0
9,4,326.64,81.66,9,6,0
43,1,54.27,54.27,43,1,0
368,4,178.96,44.74,91,2,1
498,3,246.66,82.22,138,2,0
873,2,23.62,11.81,110,4,1
147,6,531.84,88.64,63,4,0
919,6,308.82,51.47,118,2,1
257,0,0.0,137.99,257,2,1
152,6,379.98,63.33,13,3,0
766,3,401.82,133.94,111,4,0
848,3,97.29,32.43,61,7,1
662,4,122.04,30.51,27,5,0
127,4,153.88,38.47,95,2,0
127,2,304.66,152.33,93,4,0
427,4,246.88,61.72,132,2,1
493,3,130.62,43.54,78,4,1
1093,3,243.9,81.3,134,2,0
314,4,159.96,39.99,51,2,1
211,5,403.6,80.72,109,6,1
1035,5,307.35,61.47,174,1,1
169,6,254.7,42.45,106,1,0
29,2,127.4,63.7,29,3,0
463,3,191.28,63.76,67,2,0
439,4,418.64,104.66,122,2,1
678,7,182.63,26.09,151,6,1
961,4,188.8,47.2,158,3,1
1021,4,292.92,73.23,165,4,1
317,2,73.96,36.98,56,5,1
1074,9,511.38,56.82,153,9,1
693,5,209.55,41.91,63,4,1
77,6,300.48,50.08,77,2,0
1027,2,61.4,30.7,2,2,0
151,8,1516.08,189.51,151,2,0
644,5,61.75,12.35,39,4,0
866,4,166.96,41.74,37,1,0
273,1,63.08,63.08,101,1,1
297,6,376.08,62.68,93,2,0
521,3,376.11,125.37,29,4,0
969,2,51.74,25.87,97,1,1
245,3,56.07,18.69,145,0,1
726,4,182.96,45.74,88,2,1
496,5,315.65,63.13,105,3,0
123,3,156.99,52.33,123,3,1
778,4,440.2,110.05,33,1,0
911,1,28.41,28.41,59,3,1
630,5,214.25,42.85,161,4,1
193,1,87.89,87.89,30,2,1
171,3,191.4,63.8,46,1,0
464,5,634.45,126.89,50,2,0
555,9,575.1,63.9,149,1,0
605,3,76.86,25.62,26,0,0
267,4,471.56,117.89,68,2,0
548,3,330.69,110.23,73,5,1
323,3,241.95,80.65,15,0,0
751,2,418.24,209.12,22,0,0
872,6,394.56,65.76,68,3,0
715,6,413.46,68.91,16,5,0
2,4,434.4,108.6,2,6,0
1086,4,301.56,75.39,82,2,1
27,4,273.72,68.43,2,3,0
1094,5,91.75,18.35,109,2,1
35,5,117.35,23.47,35,1,0
566,3,70.26,23.42,110,2,1
116,3,152.22,50.74,103,1,0
105,2,260.9,130.45,17,1,0
748,0,0.0,168.6,748,0,1
797,4,562.12,140.53,175,3,1
130,6,864.54,144.09,66,3,0
1069,3,102.51,34.17,22,2,0
351,3,191.31,63.77,39,1,0
349,5,155.3,31.06,119,2,1
325,7,550.9,78.7,116,1,0
505,1,51.07,51.07,160,2,1
195,4,75.4,18.85,74,4,1
465,3,254.64,84.88,160,1,1
230,6,235.56,39.26,50,2,1
57,2,119.38,59.69,57,2,0
404,2,90.06,45.03,119,2,1
736,7,642.18,91.74,50,2,0
835,4,280.08,70.02,67,3,0
387,4,253.08,63.27,150,5,1
355,3,413.22,137.74,105,3,0
862,5,235.25,47.05,111,4,0
746,4,327.2,81.8,113,2,1
911,2,96.32,48.16,143,3,1
992,2,467.5,233.75,175,2,1
899,4,482.0,120.5,72,7,0
1025,4,652.28,163.07,64,8,0
456,6,413.1,68.85,165,1,1
432,3,370.29,123.43,87,2,1
352,4,115.96,28.99,168,1,0
258,7,179.34,25.62,159,2,1
820,1,55.59,55.59,133,3,1
782,3,232.11,77.37,130,5,1
877,7,917.28,131.04,170,3,0
184,3,196.47,65.49,50,4,1
538,1,55.15,55.15,82,4,0
243,6,615.18,102.53,99,3,0
977,5,789.55,157.91,36,3,0
293,5,533.2,106.64,94,8,1
158,3,255.93,85.31,119,2,1
624,4,491.36,122.84,91,5,0
962,7,821.38,117.34,118,2,1
1002,3,320.76,106.92,19,3,0
106,2,238.0,119.0,89,6,1
357,3,236.43,78.81,168,4,1
168,4,706.12,176.53,47,3,0
337,3,78.18,26.06,83,2,1
